Y1 Y2 Y3 Y4 Y5 Y6 Y7 Y8 Y9 Y10 Y11 Y12 Y13 Y14 Y15 Y16 Y17 Y18 Y19 Y20 Y21 Y22 Y23 Y24 Y25 Y26 Y27 Y28 Y29 Y30 Y31 Y32 Y33 Y34 Y35 Y36 Y37 Y38 Y39 Y40 Y41 Y42 Y43 Y44 Y45 Y46 Y47 Y48 Y49 Y50 Y51 Y52 Y53 Y54 Y55 Y56 Y57 Y58 Y59 Y60 Y61 Y62 Y63 Y64 Y65 Y66 Y67 Y68 Y69 Y70 Y71 Y72 Y73 Y74 Y75 Y76 X
4.5722 -5.4387 4.2507 -2.0375 4.545 9.0321 -1.1523 1.2835 18.0796 5.3087 5.7508 -4.1093 8.4707 22.508 -3.9276 7.4899 -2.6652 6.6612 -5.6862 5.4465 7.3329 0.9372 -3.7372 39.5266 4.0046 12.9887 -8.1439 16.7805 40.1973 -11.8135 8.3928 -2.5261 8.6215 -14.1491 5.6223 9.0692 -0.3902 -3.6168 36.325 4.8929 16.4323 -12.2093 23.3247 34.0853 -19.4539 8.2447 -0.6864 14.7309 -11.0696 5.5814 4.4254 -1.0051 -0.4504 59.2911 5.4788 30.533 -20.8319 25.6083 54.4145 -24.3371 11.5649 -0.4376 28.3309 -14.2708 7.3019 15.6764 1.5138 -5.4916 56.4971 5.1564 22.3029 -21.417 37.8443 51.8745 -36.1951 10.8496 5.0855
0.8804 1.3805 -1.0867 1.2676 0.1166 0.5943 0.8022 5.4718 -1.8291 -0.3173 0.4238 -0.5893 4.6732 9.2206 -0.2062 2.7808 1.2652 2.1633 -1.6157 0.0638 3.2247 0.9563 3.4809 -2.7563 0.4126 2.7546 -0.2027 5.3092 20.8143 -0.2921 3.4701 1.3042 -0.5124 2.1103 0.8686 3.7429 3.2936 -1.2236 28.0368 1.7205 2.2808 3.2125 3.5106 37.6471 -3.1616 5.1905 3.6285 -0.2829 5.872 -0.8581 3.9799 3.7273 5.1562 12.9261 2.4448 5.3407 0.3993 9.8797 37.8998 1.3107 4.3691 4.4586 2.2825 7.5581 0.8647 4.1789 5.1516 6.1881 8.8567 2.5985 5.0284 -9.468 7.5318 22.5406 -7.5685 6.6301 0.5165
6.872 -6.4751 5.0443 -5.9229 5.3384 9.0751 1.0462 -4.1961 22.7801 6.9692 4.9667 -3.944 10.8948 11.5428 -5.4481 7.9137 -4.6351 9.1913 -8.6155 5.5019 6.648 -8.6564 -5.9103 25.881 6.0694 12.1483 -10.133 15.7892 25.4712 -8.6438 10.8975 -2.7303 13.0975 -18.8824 8.0917 5.1418 -3.1793 -4.426 37.3815 5.5483 18.1995 -19.0499 16.4961 37.6153 -27.0435 11.32 -1.0265 15.6999 -19.7769 6.2019 8.8059 -6.5368 -7.3542 57.9922 5.5667 20.0379 -25.3797 30.864 34.4526 -22.2315 11.6574 0.5994 28.8856 -22.978 6.5271 9.446 -1.7766 -2.1291 99.1708 5.2566 33.8806 -31.9364 25.0546 39.6784 -34.0648 11.0678 5.6457
3.2285 -0.3567 1.0738 -0.1237 2.1283 2.7239 1.4527 1.3472 8.7958 1.2394 1.9686 0.5812 6.1423 11.5193 -1.09 3.6517 0.1287 0.6517 -1.3799 1.7351 3.2799 0.7373 0.6772 6.9312 -0.032 2.975 -1.4204 4.3858 16.0576 -0.5457 3.6068 2.088 -5.4152 1.1325 0.7395 6.7348 3.2686 1.0924 -0.2693 1.5034 2.0242 -2.4525 -0.7223 33.384 1.1304 6.0545 1.7526 -1.5011 0.4406 0.7341 5.316 1.5974 -1.8221 3.056 2.4916 5.7079 -3.0535 6.5962 22.7321 -5.8954 5.5827 4.3961 0.0055 -2.1259 1.2529 6.0992 4.3191 0.6644 4.1612 0.5342 6.612 -0.8515 13.8454 36.1768 4.5213 8.4034 1.2148
10.1811 -7.4704 7.5065 -6.1815 8.8703 13.4449 -13.57 -10.0462 37.7534 9.608 8.9497 -7.9777 13.7009 21.8982 -9.528 11.9885 -6.8727 16.8077 -16.1886 7.346 16.2821 -11.5725 -8.9719 74.0652 10.6954 20.6493 -17.2746 17.2892 37.3172 -15.3816 10.4191 -4.3693 24.5938 -19.8074 9.7692 14.4888 -7.3062 -5.9464 94.7933 9.3737 24.5794 -25.1521 36.7572 44.3494 -23.3984 11.5 -5.5777 27.0349 -27.9973 10.1512 18.0912 -14.8711 -4.7758 157.6628 8.8033 36.2658 -35.7975 40.0338 46.7835 -30.8088 14.0607 -3.5815 44.431 -42.7072 8.2781 7.1008 -1.4322 -5.7811 187.5235 9.117 33.9924 -43.5773 58.7032 79.064 -48.2853 15.9883 8.9284
-0.0257 -0.6659 -1.1592 0.8862 1.0258 1.0117 1.0667 -0.4765 6.4515 -0.4128 0.108 1.1029 5.7202 10.1039 -0.2598 2.5985 4.3058 -3.5855 1.3747 -1.4222 1.2368 1.3003 0.7542 -5.2054 0.5641 -2.2127 -3.4381 4.8887 10.8199 -1.3291 3.3789 2.7841 -2.1658 2.2175 1.4386 2.4436 3.1512 4.1187 13.7676 1.2425 -0.8242 2.2838 6.6773 18.3037 0.1671 6.3857 2.8517 -1.0491 2.2767 1.1308 4.0295 3.8872 4.3494 -1.7965 -0.1884 3.9153 2.6861 0.1507 21.8421 -3.857 5.6272 6.1329 -16.1227 9.2459 -0.9545 6.6347 4.8498 3.8842 -13.1467 0.0077 -6.1982 1.4149 10.3508 37.6861 -3.1851 7.483 0.1463
9.4999 -5.4322 6.772 -7.3426 7.9165 10.3756 -10.0673 -7.3554 30.9512 9.954 8.8854 -5.8872 9.4471 17.4127 -9.0571 10.4944 -5.643 12.1143 -15.9087 9.0024 9.7625 -4.334 -6.5245 59.5478 9.2555 19.6595 -13.4988 15.9897 50.5837 -18.9912 10.7916 -4.4042 15.4573 -25.678 8.0959 18.0276 -2.8759 -1.7521 79.9621 9.3506 22.0891 -18.3772 30.1338 63.7231 -24.8274 10.0739 -3.9971 24.6503 -15.2349 9.4144 4.7626 -5.644 -7.0424 118.3537 6.2171 28.7624 -26.2955 40.2381 43.3189 -29.9431 12.9644 -3.4581 27.8898 -32.9597 7.1665 10.5105 6.3926 -4.3995 139.0448 6.9128 43.1652 -41.8507 46.5201 61.5177 -48.2065 13.464 7.8312
0.2495 -0.785 -2.1023 1.2652 2.0538 2.4591 -0.0474 2.6692 4.4377 1.7748 0.9982 1.6026 6.0444 9.2304 -0.8794 1.7632 0.1207 -1.0479 2.0827 0.9151 2.8714 0.1806 7.5905 3.6628 0.2838 2.9164 -3.1642 9.508 9.7119 -6.8378 3.0605 2.0171 -1.8788 -1.4655 -0.4009 3.6773 2.0383 2.7921 5.0895 -1.4783 0.8244 -6.0703 5.9497 9.8452 -7.5146 3.7866 3.247 12.2702 2.6602 0.3744 5.3142 3.652 3.0022 20.0691 -0.3485 -3.8893 2.1239 12.1925 11.1635 -1.4004 4.4367 4.1256 -1.3762 1.566 -0.4651 6.8767 4.0423 2.7361 12.9792 0.2081 -0.6086 3.5066 9.4508 37.1541 -5.223 6.5953 0.8996
5.826 -4.6982 4.3473 -4.6572 6.0085 6.3887 -7.9406 -4.1666 18.9962 5.4391 4.634 -4.0705 10.0237 18.7201 -2.9725 6.8214 -1.2883 11.9296 -10.2104 6.2122 10.6397 5.6872 -5.0786 32.3953 4.4222 10.384 -9.8301 16.8113 18.6158 -9.1276 8.3242 -0.0355 12.0503 -14.2471 4.7736 12.743 -3.4889 -7.4412 50.1387 4.9687 13.6138 -12.0576 21.3749 36.7654 -18.868 9.1488 -0.5898 20.8198 -17.1411 7.2084 7.5206 -7.194 -6.427 53.0525 6.9201 25.0578 -9.6326 20.3131 36.2152 -20.4419 9.6855 1.1096 21.5021 -28.441 5.1726 8.5356 -1.2832 -2.1802 75.8333 6.6858 31.522 -36.0532 21.0767 68.6288 -26.076 10.8416 5.1919
4.5265 -2.6793 2.8852 -3.0733 4.359 1.5957 -2.7409 1.5165 11.5233 5.3336 4.7794 -3.2439 9.2542 11.9444 -5.3364 7.3196 -2.2812 6.5384 -4.7136 3.6889 5.7398 -1.7173 -1.4262 14.1056 5.8392 10.0097 -6.3384 13.1057 24.8737 -7.5836 6.5671 0.4953 6.8581 -5.3848 4.3756 9.1702 -1.3749 -2.8521 39.9571 3.7553 9.7844 -9.3684 16.3778 24.4976 -11.3581 10.0683 0.6864 10.7067 -11.15 3.1086 5.1588 1.25 -1.9987 39.485 6.141 19.4479 -20.388 21.9013 33.0084 -21.4853 10.3823 0.9075 16.7979 -9.8249 2.9317 6.9793 -0.4087 0.1068 21.3867 5.1074 30.4382 -25.327 5.7199 67.2476 -14.7872 11.2168 3.8427
-0.2477 -0.0377 -0.5615 1.1553 1.4198 2.1392 -0.5338 3.1651 6.2968 1.5146 1.2861 1.2802 4.6474 14.7089 -0.6162 1.4766 0.4697 -0.7879 -2.9914 1.2447 1.9531 1.739 1.3251 1.2289 0.8279 2.9647 -1.8799 9.4202 27.0076 -2.5604 3.0218 2.0672 0.7571 4.0665 0.1612 3.4587 1.7019 4.3097 20.5559 -0.3658 2.3826 -2.6266 7.2675 14.5976 0.6112 5.2068 4.7452 -1.1882 1.0433 -0.5301 5.6669 3.3012 4.8626 5.3298 0.3092 2.3161 8.0456 10.2391 42.0153 -4.6207 5.8733 4.4345 2.1108 -1.5198 1.0305 4.8489 4.3101 2.0071 8.9256 0.8288 5.3803 0.5287 13.3646 25.0184 1.0696 6.4008 0.7005
5.1265 -3.2424 1.1853 -0.4273 1.3727 2.9829 -3.4926 3.203 8.0715 2.6019 5.3884 -1.5757 10.3718 13.5148 -1.6553 5.4645 -2.4537 2.1797 -5.1525 3.6588 1.231 0.2008 -0.1346 12.1987 3.6027 7.7721 -5.4553 8.7415 21.4538 -9.3027 6.7073 -0.3338 1.8912 -5.7205 3.4107 6.3294 0.2755 -0.6506 9.9403 4.0909 8.5015 -8.0557 12.8555 29.9883 -14.0963 7.9368 1.3909 5.9566 -3.5897 3.3248 5.0306 1.2917 0.1021 14.0443 2.887 20.801 -13.9415 10.7876 21.867 -11.6223 7.3706 1.6469 8.7325 -9.3248 2.5858 5.9877 1.4936 -0.7951 65.3574 2.5714 16.7887 -14.1797 21.1614 40.6328 -27.9732 9.3041 3.2064
7.0621 -5.2756 6.7503 -6.5103 6.5773 2.6275 -5.7167 -0.9229 20.646 6.382 6.8817 -4.892 14.3129 15.0658 -7.1779 9.09 -5.3588 11.195 -11.7873 5.8819 6.2266 -8.2239 -7.9559 53.0382 8.3191 9.5476 -13.2832 18.6721 24.7395 -14.6513 9.3533 -3.7066 14.192 -18.2103 6.159 6.6522 -2.1247 -4.9203 68.39 7.2719 21.0019 -11.526 28.5593 42.1946 -23.0041 12.413 -1.4286 23.8652 -17.7665 7.157 15.1828 1.9814 -1.7929 84.5706 5.3865 25.9431 -25.7979 33.8227 40.8254 -32.6484 11.029 -0.451 26.0167 -28.1762 6.0657 1.4387 -5.0446 -7.4382 99.3488 7.774 29.4477 -27.2733 43.5468 47.6791 -30.4201 13.0661 6.685
9.93 -8.7882 7.8064 -8.4929 8.8796 13.6427 -11.8317 -6.0093 41.2891 7.8986 9.7664 -6.7554 13.9979 17.7249 -8.961 12.2398 -5.3288 17.3131 -17.8502 10.4896 17.3378 -7.5509 -7.6675 75.6563 9.2655 20.1317 -15.4874 21.2612 35.5298 -18.8014 10.429 -6.1508 23.4424 -25.2324 9.8118 2.3999 3.6488 -3.8137 131.0162 8.134 29.092 -26.6823 31.1842 48.3384 -26.4467 14.2488 -4.1666 33.0851 -32.513 10.5254 12.4671 -1.8913 -8.7323 174.6544 10.1064 39.8261 -33.9861 46.2599 68.2275 -39.3674 15.3216 -4.1286 39.5736 -34.7319 10.0749 18.296 -8.1983 -3.2062 217.7436 9.3875 47.136 -51.704 39.7443 59.8888 -50.6184 15.9422 9.264
7.1142 -3.2126 3.8544 -3.7881 3.164 9.9356 -3.7029 -2.4731 21.2932 4.966 6.5467 -4.4196 12.2127 11.4263 -6.4099 6.3702 -1.8125 6.717 -7.7914 5.5796 12.3153 -5.5364 -4.5675 25.0645 5.0851 12.612 -6.7426 16.7004 26.1073 -7.9588 5.0674 -2.2842 15.489 -9.1356 6.0736 5.2084 -3.7011 -1.9705 49.2394 3.9009 11.2146 -16.189 20.3423 30.8716 -15.2362 7.4944 -1.3076 7.9576 -15.5118 5.2241 11.4329 0.8082 -1.3689 67.9744 4.7829 11.1802 -15.5213 23.5351 56.6083 -20.3514 10.0652 0.3481 15.7867 -11.8482 5.4091 8.4967 3.1377 -3.1965 72.0859 4.5208 21.1223 -28.2916 23.0505 36.6687 -23.1144 10.4514 4.7191
3.0628 -0.9309 2.5389 0.468 1.6064 2.5529 0.5337 -2.2028 6.3282 1.1278 1.0332 -0.8373 6.2994 9.4558 -0.6087 3.5848 1.3104 -0.9237 1.2193 1.5977 5.149 0.9584 4.3115 -3.8223 2.0856 1.6454 -8.2538 9.8335 10.7954 -3.2467 3.8456 1.6545 0.8127 1.1563 0.7197 4.4981 1.521 4.001 14.0783 1.5122 7.6017 -7.2141 6.8048 26.5425 -1.5934 6.1359 3.3251 -5.6693 0.6529 0.6497 6.3125 2.6143 -2.2699 11.4001 1.0548 15.1887 0.87 6.6465 13.7313 -9.3795 5.529 2.8926 1.5073 4.3821 3.6948 6.6465 4.0493 3.6691 44.516 2.2564 2.8152 -2.9189 5.5306 57.4139 -2.9209 9.7721 1.4262
6.3343 -5.3999 3.8509 -2.9023 6.0589 8.9536 -5.8532 -1.1202 18.932 6.0627 7.5639 -5.1847 8.7306 17.9554 -5.0176 5.6794 -3.2961 6.9926 -7.7147 5.4239 4.7472 -1.0793 -2.0257 33.8945 4.1981 13.8019 -8.9919 17.3837 16.659 -11.6539 9.8969 -3.1385 10.2629 -8.0598 4.2755 7.3019 -5.2396 -3.2186 52.9099 4.3099 15.818 -19.8536 18.6286 32.2237 -13.9555 9.3335 -0.9892 20.1756 -20.1553 6.3435 8.7964 2.1375 -2.3783 44.0767 4.1254 22.4965 -27.1493 26.2325 60.0613 -32.779 10.449 -0.8612 26.6012 -22.6492 5.4999 9.4865 -2.5094 -3.9258 79.6436 6.1913 25.3646 -27.6897 34.175 64.9257 -27.4552 10.5152 5.4427
3.4755 -1.0564 0.293 0.7294 2.5328 2.3275 -0.483 0.7139 -0.514 1.8171 3.5146 -0.8071 9.6105 13.1084 -2.746 4.3003 0.3214 1.4837 -3.51 4.2811 4.0065 -0.1256 3.9695 5.7473 1.8233 5.4684 -0.548 4.9083 32.6386 -5.2265 5.7999 -0.0579 7.5006 -6.5374 1.3036 6.0458 0.1573 2.6757 32.4833 2.3755 10.204 -7.1742 13.122 43.0854 -4.1893 7.7444 2.1574 -5.4248 -3.6204 1.0756 8.9256 2.6 -1.5193 25.5059 2.9483 3.2744 -8.5996 11.7154 24.0143 -6.3812 7.5584 1.469 7.1255 -5.3765 0.1613 7.2687 3.2115 4.2012 38.6085 2.0507 17.0781 -10.7506 11.8539 34.6294 -25.5782 6.5352 1.9617
10.3851 -7.3364 8.1397 -8.213 8.2921 8.7186 -9.3663 -5.1709 37.2045 9.1555 9.8625 -10.4924 14.1488 21.4489 -10.377 10.3192 -6.3965 16.6561 -16.3967 7.3352 15.9513 -18.4719 -4.2654 80.1022 8.2401 18.626 -13.613 22.3694 32.5929 -17.7387 13.2009 -5.1814 23.2639 -22.8256 8.8742 10.4034 -9.642 -6.9281 121.6155 7.6316 22.98 -15.1031 33.5249 62.8221 -26.824 12.7424 -5.8892 30.422 -32.688 10.1394 15.8538 -5.0729 -10.3834 133.5029 9.1265 39.0124 -36.5624 41.8737 74.2993 -36.1336 15.7084 -3.5762 37.7322 -39.4473 8.014 9.4396 -5.0975 -8.2467 202.6987 9.7123 48.7728 -46.0242 45.26 81.8938 -43.6576 15.0281 8.9858
6.5579 -2.6527 2.6096 -1.9638 4.2514 7.6726 -2.3403 -1.4344 14.8026 4.6568 6.0059 -1.5832 8.0408 14.7661 -4.162 5.6564 -1.6791 7.7298 -5.9833 2.8995 4.8259 0.0482 2.8937 26.873 5.6204 7.6515 -8.2119 15.1032 30.9891 -6.9025 7.8775 -0.2384 10.3408 -7.9089 3.1726 4.0912 -1.5342 0.3813 24.606 3.4221 13.3484 -11.6426 14.9928 24.1562 -14.678 6.3679 0.693 18.2007 -17.247 4.2774 6.2676 1.5539 -3.1161 35.0809 4.367 17.4002 -11.3034 21.1952 47.8084 -11.1495 8.0132 1.9528 11.0129 -12.0312 4.5355 8.3487 0.3509 -2.158 50.869 3.8813 14.858 -25.6986 -3.2204 28.8659 -19.7963 11.6624 3.895
4.3846 -2.1676 1.616 -2.9823 3.5047 3.4622 -1.6514 3.6813 8.2116 3.0817 5.0713 -1.0636 9.1187 10.194 -2.9367 3.9209 -0.9537 1.5465 -4.9741 4.8065 3.2213 -2.1283 -1.6988 13.3715 2.7659 11.9701 -9.2064 11.2247 20.7591 -6.232 6.4245 -0.6767 9.6915 -11.4959 1.8233 4.3446 3.8141 0.9819 20.8859 4.5841 12.9641 -3.4923 11.0221 27.3309 -7.1296 7.6005 0.955 1.7834 -10.6881 3.4115 6.6722 -0.9135 4.7983 16.5908 3.1332 20.2696 -6.483 24.2451 35.8073 -10.7699 7.7288 0.5539 10.0213 -10.6916 2.9792 9.0943 1.4391 -0.3225 61.6172 2.6358 18.6654 -11.5057 15.8486 30.59 -6.7507 9.1615 3.1087
3.1066 -2.5481 1.0101 -1.1381 3.4293 3.4975 0.1089 3.1279 5.0063 1.5246 2.684 -0.614 7.2996 11.9064 -0.8832 3.9852 1.3535 -0.4012 -1.4642 1.4285 3.5213 2.0055 -1.5094 -1.0778 2.1958 3.4959 -0.5988 6.8692 17.6101 -3.1887 3.0932 2.6725 3.0295 -2.4361 3.3468 1.5022 2.4689 1.1156 0.3202 4.0886 5.2278 -7.8502 9.5126 18.1475 -6.7345 5.9548 2.0449 3.5801 -6.8364 0.7339 5.3534 3.2999 0.1646 11.7833 2.7233 8.6577 -9.4774 11.8573 51.5719 -5.3465 7.5964 3.8011 1.9614 -9.6355 2.552 7.1806 2.9629 1.4994 8.0235 3.2557 7.1702 -11.8883 7.643 28.8055 -7.1609 7.71 1.6003
10.3094 -6.5104 8.1912 -9.1588 7.8436 7.0355 -6.6175 -4.3214 38.4568 7.1248 10.4367 -9.9876 16.1364 16.9955 -9.8953 11.6284 -7.1277 11.8301 -16.5107 7.2299 6.2565 -5.4612 -7.0298 72.3384 8.92 18.0817 -15.8815 19.2303 31.4455 -17.6801 12.1674 -6.1544 27.7864 -25.5423 8.4226 16.2915 -2.1614 -2.6133 107.9934 9.6291 24.9069 -21.575 31.0462 32.9788 -25.6751 12.9442 -4.0394 38.127 -28.086 8.313 19.5974 -7.7123 -7.1845 145.5262 8.8319 40.0358 -37.1654 55.7775 60.3597 -32.0799 13.5027 -3.6329 45.9058 -44.2592 9.9455 13.691 -1.4939 -4.2327 161.2842 7.0468 39.4082 -41.2532 49.3093 75.0332 -45.912 15.8251 8.9619
2.2867 -0.7039 -0.4107 -1.7644 2.3531 2.9395 -2.418 -0.802 3.8633 0.7983 2.4811 -0.8181 7.5809 10.6883 -3.1794 3.3593 0.5911 1.548 2.9471 1.2839 1.4668 -0.2005 1.8263 8.1545 2.1687 2.3479 0.331 11.8063 34.2848 -4.8285 6.2612 1.0524 -0.381 -5.4955 2.6125 5.3344 0.4648 1.2814 7.7473 2.5553 8.1384 -6.0071 12.0089 13.3199 -5.1627 4.6074 3.3284 4.7035 -7.3458 2.7494 7.3888 2.1257 0.0069 3.7861 2.1072 7.6953 -6.0541 11.5231 16.8502 -3.5908 8.1242 3.5314 -8.0325 -8.7714 3.834 4.488 1.839 5.3448 30.2393 1.7038 11.9295 -2.7099 -4.5915 36.7427 -5.8255 7.565 1.6639
10.1019 -8.8682 6.6235 -7.413 8.663 21.6037 -14.3113 -6.7019 33.146 9.0257 8.8769 -7.3257 13.4823 16.9043 -8.8883 12.8293 -7.9017 17.4407 -15.4286 9.6362 6.5911 -10.9451 -8.4969 69.4649 9.282 18.975 -17.3603 23.5979 31.3544 -15.0558 8.6082 -6.9579 28.8086 -23.2636 8.054 13.222 2.9408 -5.0713 99.5452 10.7348 27.8297 -29.3161 31.2696 49.6454 -29.2677 12.1653 -4.1307 37.1606 -32.4973 9.4302 20.652 -5.7542 -7.7687 153.026 9.3749 45.1306 -29.6858 36.4582 62.296 -30.0011 15.0475 -3.9328 35.154 -43.3592 9.289 17.0549 -2.8789 -3.916 209.8917 8.4509 46.9317 -52.9485 42.1388 95.723 -46.653 15.1079 9.0042
3.9795 -0.5425 0.939 0.3929 1.588 3.5472 0.7592 -0.1967 7.854 2.6075 1.2395 1.5072 5.5266 10.5047 -0.6186 4.0113 2.2432 1.1898 0.4137 2.5053 5.0551 0.8336 2.9529 2.8636 1.86 5.7387 -0.4833 9.39 21.255 -5.6464 3.5594 1.6349 -4.4464 -8.1997 0.924 4.4823 3.5057 4.0969 15.9844 1.7619 4.072 -5.4073 9.8565 13.64 -5.9337 5.3282 0.0482 -2.5069 -5.2481 0.8386 7.6013 2.448 -0.3089 -1.7047 0.8071 4.2679 -8.8948 8.669 23.4658 2.5154 4.6817 5.2942 4.8099 4.7696 1.2636 7.0885 4.6834 1.4001 9.357 0.8686 5.2765 -8.3496 13.1432 18.4875 -3.2775 8.5493 1.3408
1.4405 -0.0549 -0.5233 -0.0989 0.1836 4.6278 -0.993 3.6276 2.754 0.6591 3.0971 1.5371 6.5209 11.3049 -0.7153 4.2648 2.0766 3.0898 -1.7903 1.8159 4.2444 -0.3957 0.0045 9.591 0.8544 4.1269 1.6319 8.0969 9.6781 0.9055 5.4186 1.5469 -1.9777 2.2692 1.7294 4.7753 0.9208 2.7556 16.0918 0.492 10.6826 -3.6409 8.3944 22.6038 -4.7837 6.3543 1.7865 3.7941 -0.8854 1.5564 5.6819 0.4682 1.7856 15.8826 0.732 4.528 -1.8947 11.0178 18.7722 -8.8699 6.7401 4.0169 4.8935 -2.0374 0.808 8.2884 3.5632 1.4658 34.6216 1.3387 0.3997 -0.5453 0.3279 53.876 -7.1486 7.4099 1.3161
2.1746 -1.5712 -0.9026 -0.8151 0.1737 3.7373 0.1565 1.224 -0.1171 1.8061 3.1413 -0.0463 6.1379 15.0422 -2.9185 5.1023 -0.8651 1.2726 0.3785 0.4511 3.3613 1.442 2.8854 14.5062 1.08 0.5927 2.1646 4.6319 13.567 -1.2112 4.5816 2.0146 -1.6008 4.3254 0.8806 3.3995 2.107 1.2691 23.3664 0.7576 -1.6257 -5.1861 11.9992 19.8909 1.7786 4.6884 3.8844 0.9438 -2.1047 2.5376 5.1418 2.6947 1.5465 -1.0735 -0.8144 3.8208 -6.0547 12.6562 27.4899 -9.9481 4.6337 5.3489 -2.9906 3.0853 1.1616 4.3275 3.9555 -2.609 11.1865 0.0788 3.1887 1.6177 1.6401 38.4373 -9.1582 6.3007 1.0529
7.478 -3.3985 5.3521 -3.8189 3.5706 8.1034 -4.4104 -0.4502 14.7784 5.5336 6.9733 -4.9998 10.3941 13.203 -6.1018 6.4647 -3.3322 7.0574 -7.6564 3.5754 6.6036 -1.5558 -3.1548 23.072 4.2248 7.1103 -13.1651 14.0944 29.303 -8.0175 8.9052 -1.6707 13.0468 -8.5934 5.9158 4.0404 -1.4137 -5.7777 53.2995 4.5538 14.7412 -11.6553 20.3344 23.724 -11.5066 8.2444 -1.8612 21.8638 -7.0558 4.7076 12.3274 -2.3764 -0.3472 62.2232 6.4372 25.3413 -17.6484 20.3948 79.5844 -18.2561 8.6511 0.3352 19.5355 -21.0233 5.5379 11.0511 -3.3389 -0.8143 84.0545 5.7546 30.3531 -17.7279 30.5836 42.4233 -25.2822 11.5108 5.1158
3.7674 -1.7552 2.078 -3.207 2.9112 1.7108 -1.755 -4.8181 9.0415 0.8812 2.9041 -0.5268 7.2995 10.1305 -2.8461 5.8106 -0.4521 6.8973 -3.212 4.6251 4.0615 -0.6653 2.8972 11.6951 2.5221 6.5034 -3.5826 10.2235 17.0503 -7.5509 6.4591 0.9046 4.5856 -3.2657 3.5057 6.1128 -3.7023 2.8014 24.7261 1.972 8.8307 -5.8472 13.1394 25.0797 -9.4255 4.2978 1.4065 17.9573 -9.3361 1.3014 8.2811 0.77 1.6795 29.9428 1.8985 17.4033 -9.2256 13.5268 24.6933 -13.8363 8.0724 2.4853 18.9945 -5.2538 4.5442 7.7589 4.2368 1.6441 40.943 2.1301 20.3914 -14.7791 15.7345 37.219 -12.2842 7.9105 3.002
0.2138 1.9356 -1.2724 -1.0229 0.4759 1.5916 1.478 3.1747 2.9417 0.3787 1.1848 2.1064 6.4161 17.6777 -0.821 3.2537 2.2156 -0.5789 1.8329 0.2394 2.1954 2.1267 0.5927 -9.9323 1.1667 2.5991 -0.2878 7.2901 16.176 -3.0446 3.806 3.0602 -0.4492 2.9416 0.3869 2.9517 3.0676 -2.4945 21.6473 -1.4721 2.542 5.6649 2.8298 21.8315 0.2822 4.7614 3.9157 -2.4727 5.9321 0.8867 4.6872 3.9761 3.845 -14.7246 -0.8241 0.6854 -2.9627 6.182 52.6901 -2.4277 5.3239 4.1931 -9.158 -5.4166 0.8424 6.0543 4.9205 6.5697 15.2638 1.5586 11.5455 -3.6086 3.2289 107.5389 -0.7743 4.8089 0.2672
3.2267 -1.1104 2.87 -2.5992 2.8402 4.174 -4.5815 -2.8332 9.1658 2.834 3.622 -0.7638 6.1106 14.5883 -2.2245 5.0903 -0.3356 5.3488 -0.2274 2.5009 5.6116 -2.865 -0.4434 20.3199 3.4134 9.236 -4.6142 8.5568 18.9261 -5.0653 6.1111 0.8961 7.5495 -5.8074 2.8392 7.0369 -1.6121 1.3906 13.3173 3.209 10.4489 -7.3276 14.0701 29.8386 -11.4298 7.5238 2.0109 12.7689 -6.8444 3.1496 6.808 0.4585 -0.4287 25.0621 2.8055 14.7163 -10.4634 14.793 27.5228 -14.3138 8.0638 4.5944 19.3711 -12.8224 1.7557 8.4654 0.3182 -1.6186 38.8658 2.5728 25.3051 -6.265 13.1451 33.7079 -11.3214 8.9738 3.0965
8.0311 -6.9591 7.7255 -6.8333 6.57 4.6316 -1.2142 -4.0727 31.0661 7.3704 8.6812 -5.4393 9.8365 18.6259 -7.21 9.7402 -5.8669 10.9987 -16.7759 6.8921 17.1453 -9.1152 -5.9649 58.3433 7.3965 15.5099 -14.9934 15.5212 28.832 -16.3997 9.5047 -3.3558 21.3002 -19.6044 6.0849 13.3074 -1.182 -7.4775 85.4493 7.0645 30.9255 -20.9373 25.7463 35.2979 -19.2175 12.7304 -4.1316 24.0739 -22.9687 6.6989 16.9401 -10.5924 -3.8297 93.7014 6.8608 38.4301 -29.3683 29.5268 63.1217 -24.5381 13.6855 -2.481 33.6907 -32.5329 6.2251 7.2218 0.593 -7.5463 130.5755 8.5982 34.1372 -45.3522 49.8573 109.2877 -34.5342 12.3203 7.4212
0.5072 0.1551 0.3397 -0.3043 0.9645 0.1218 0.8155 4.4151 1.2182 1.7415 0.2958 -1.9425 5.9232 8.7412 0.1707 1.3427 0.4401 -1.7895 2.3803 1.2698 2.4438 1.234 3.3071 9.2857 -0.0141 2.5998 0.7906 5.4357 12.0622 -1.9773 2.1278 -0.285 2.5111 -0.3454 -0.4456 2.5566 2.8564 2.4757 0.2115 0.5543 2.12 0.8416 4.1562 16.2442 -5.9217 5.8213 3.5876 -4.018 6.676 -0.3313 4.7588 3.5045 5.4301 -4.1986 1.2575 10.2402 0.2573 2.0166 15.9173 -4.6836 5.6496 4.148 2.0207 5.1118 -1.207 4.8834 4.3893 2.7715 14.0297 0.6604 9.7237 0.4303 -0.5452 16.8549 5.5463 6.9355 0.3546
